,0
389,83.52319571959393
390,83.39042503814206
391,83.25871274337291
392,83.12804483208778
393,82.99840755419264
394,82.86978740994489
395,82.74217114714065
396,82.61554575824863
397,82.48989847749314
398,82.36521677789035
399,82.24148836824037
400,82.11870119008022
401,81.99684341459955
402,81.8759034395229
403,81.75586988596216
404,81.6367315952416
405,81.5184776256992
406,81.40109724946674
407,81.28457994923134
408,81.16891541498315
409,81.05409354074786
410,80.94010442131211
411,80.82693834893952
412,80.71458581008292
413,80.60303748209334
414,80.49228422993006
415,80.38231710287175
416,80.27312733123297
417,80.16470632308642
418,80.05704566099465
419,79.95013709875151
420,79.84397255813737
421,79.73854412568721
422,79.63384404947635
423,79.52986473592289
424,79.42659874661064
425,79.3240387951324
426,79.22217774395634
427,79.12100860131613
428,79.02052451812686
429,78.92071878492729
430,78.82158482885015
431,78.72311621062218
432,78.6253066215936
433,78.52814988079963
434,78.43163993205411
435,78.33577084107654
436,78.24053679265322
437,78.14593208783361
438,78.05195114116229
439,77.95858847794811
440,77.86583873156948
441,77.77369664081883
442,77.68215704728452
443,77.59121489277204
444,77.50086521676496
445,77.4111031539255
446,77.32192393163541
447,77.23332286757693
448,77.14529536735608
449,77.05783692216535
450,76.9709431064894
451,76.88460957585089
452,76.79883206459907
453,76.71360638373972
454,76.62892841880664
455,76.54479412777603
456,76.46119953902121
457,76.37814074931089
458,76.29561392184766
459,76.21361528434936
460,76.13214112717108
461,76.05118780146886
462,75.97075171740494
463,75.89082934239326
464,75.81141719938623
465,75.73251186520176
466,75.6541099688901
467,75.57620819014143
468,75.498803257732
469,75.42189194800983
470,75.34547108341982
471,75.26953753106564
472,75.19408820131171
473,75.11912004642089
474,75.04463005923057
475,74.97061527186455
476,74.89707275448201
477,74.82399961406128
478,74.75139299321951
479,74.67925006906681
480,74.60756805209459
481,74.53634418509746
482,74.46557574212892
483,74.39526002748836
484,74.32539437474178
485,74.25597614577252
486,74.18700272986393
487,74.11847154281139
488,74.05038002606601
489,73.9827256459046
490,73.91550589263157
491,73.84871827980602
492,73.78236034349857
493,73.71642964157328
494,73.65092375299704
495,73.58584027717419
496,73.52117683330636
497,73.45693105977657
498,73.39310061355818
499,73.32968316964568
500,73.26667642050987
501,73.20407807557409
502,73.14188586071252
503,73.08009751776972
504,73.01871080410017
505,72.95772349212814
506,72.8971333689268
507,72.8369382358157
508,72.77713590797751
509,72.71772421409119
510,72.65870099598357
511,72.60006410829641
512,72.54181141817052
513,72.48394080494471
514,72.42645015987034
515,72.36933738584024
516,72.31260039713158
517,72.25623711916255
518,72.20024548826173
519,72.14462345145044
520,72.08936896623727
521,72.03448000042398
522,71.97995453192249
523,71.92579054858334
524,71.87198604803392
525,71.81853903752662
526,71.76544753379692
527,71.71270956292992
528,71.66032316023635
529,71.60828637013584
530,71.55659724604932
531,71.50525385029795
532,71.4542542540097
533,71.40359653703273
534,71.35327878785502
535,71.30329910353038
536,71.2536555896104
537,71.20434636008089
538,71.15536953730523
539,71.1067232519707
540,71.05840564304103
541,71.01041485771185
542,70.96274905137113
543,70.91540638756324
544,70.86838503795585
545,70.82168318231061
546,70.77529900845681
547,70.72923071226789
548,70.68347649763999
549,70.63803457647317
550,70.59290316865491
551,70.54808050204532
552,70.50356481246381
553,70.45935434367775
554,70.4154473473924
555,70.37184208324162
556,70.32853681878015
557,70.28552982947639
558,70.24281939870623
559,70.20040381774704
560,70.15828138577234
561,70.11645040984692
562,70.0749092049221
563,70.03365609383059
564,69.9926894072821
565,69.9520074838588
566,69.91160867000934
567,69.87149132004419
568,69.83165379612973
569,69.79209446828176
570,69.75281171435928
571,69.71380392005644
572,69.67506947889491
573,69.63660679221508
574,69.59841426916657
575,69.56049032669775
576,69.52283338954464
577,69.48544189021871
578,69.44831426899394
579,69.4114489738928
580,69.3748444606713
581,69.33849919280283
582,69.30241164146133
583,69.26658028550347
584,69.23100361144876
585,69.19568011346026
586,69.16060829332287
587,69.1257866604212
588,69.09121373171645
589,69.05688803172141
590,69.0228080924757
591,68.98897245351904
592,68.95537966186356
593,68.92202827196581
594,68.88891684569657
595,68.8560439523111
596,68.82340816841722
597,68.7910080779431
598,68.75884227210436
599,68.72690934936931
600,68.69520791542443
601,68.66373658313843
602,68.63249397252571
603,68.60147871070886
604,68.57068943188074
605,68.54012477726548
606,68.50978339507928
607,68.47966394049007
608,68.44976507557723
609,68.42008546928957
610,68.3906237974046
611,68.3613787424853
612,68.33234899383827
613,68.30353324746979
614,68.27493020604305
615,68.2465385788338
616,68.21835708168659
617,68.19038443697
618,68.16261937353252
619,68.13506062665716
620,68.10770693801678
621,68.08055705562901
622,68.0536097338111
623,68.02686373313452
624,68.00031782037995
625,67.97397076849194
626,67.9478213565336
627,67.92186836964217
628,67.89611059898309
629,67.8705468417063
630,67.84517590090083
631,67.81999658555084
632,67.79500771049143
633,67.77020809636474
634,67.74559656957636
635,67.72117196225223
636,67.69693311219592
637,67.67287886284596
638,67.6490080632337
639,67.62531956794197
640,67.60181223706395
641,67.57848493616235
642,67.55533653622899
643,67.53236591364576
644,67.5095719501451
645,67.48695353277142
646,67.46450955384338
647,67.44223891091639
648,67.42014050674577
649,67.39821324925082
650,67.37645605147881
651,67.35486783157094
652,67.33344751272757
653,67.31219402317441
654,67.29110629613048
655,67.27018326977527
656,67.24942388721777
657,67.22882709646504
658,67.20839185039293
659,67.1881171067161
660,67.16800182795973
661,67.14804498143147
662,67.12824553919427
663,67.10860247803981
664,67.08911477946303
665,67.06978142963669
666,67.05060141938733
667,67.03157374417164
668,67.01269740405358
669,66.99397140368188
670,66.97539475226912
671,66.95696646357055
672,66.93868555586421
673,66.92055105193137
674,66.90256197903807
675,66.88471736891675
676,66.86701625774934
677,66.84945768615012
678,66.8320406991499
679,66.81476434618044
680,66.79762768105965
681,66.78062976197769
682,66.76376965148302
683,66.7470464164695
684,66.73045912816406
685,66.7140068621149
686,66.6976886981799
687,66.68150372051622
688,66.66545101756977
689,66.64952968206566
690,66.63373881099884
691,66.61807750562542
692,66.6025448714546
693,66.58714001824022
694,66.57186205997412
695,66.5567101148786
696,66.54168330540014
697,66.526780758203
698,66.51200160416363
699,66.49734497836509
700,66.48281002009196
701,66.46839587282544
702,66.454101684239
703,66.4399266061941
704,66.42586979473641
705,66.41193041009191
706,66.39810761666375
707,66.38440058302868
708,66.37080848193443
709,66.35733049029687
710,66.34396578919707
711,66.33071356387929
712,66.31757300374836
713,66.30454330236762
714,66.29162365745687
715,66.27881327089047
716,66.26611134869539
717,66.25351710104944
718,66.24102974227951
719,66.2286484908597
720,66.21637256941024
721,66.20420120469512
722,66.19213362762085
723,66.1801690732345
724,66.16830678072269
725,66.15654599340881
726,66.14488595875213
727,66.13332592834551
728,66.12186515791363
729,66.11050290731089
730,66.09923844051947
731,66.08807102564703
732,66.07699993492415
733,66.06602444470238
734,66.05514383545109
735,66.04435739175531
736,66.03366440231216
737,66.02306415992838
738,66.01255596151661
739,66.00213910809246
740,65.99181290477024
741,65.98157666075981
742,65.9714296893621
743,65.96137130796498
744,65.95140083803898
745,65.94151760513228
746,65.9317209388661
747,65.92201017292928
748,65.91238464507325
749,65.90284369710592
750,65.89338667488605
751,65.8840129283173
752,65.8747218113412
753,65.86551268193126
754,65.8563849020855
755,65.84733783781931
756,65.8383708591581
757,65.8294833401297
758,65.8206746587557
759,65.81194419704423
760,65.8032913409802
761,65.79471548051727
762,65.78621600956856
763,65.77779232599686
764,65.76944383160544
765,65.76116993212774
766,65.75297003721738
767,65.74484356043746
768,65.73678991924977
769,65.7288085350038
770,65.72089883292534
771,65.7130602421049
772,65.70529219548585
773,65.69759412985223
774,65.68996548581624
775,65.68240570780576
776,65.67491424405127
777,65.66749054657261
778,65.66013407116571
779,65.6528442773889
780,65.6456206285487
781,65.63846259168591
782,65.631369637561
783,65.62434124063968
784,65.61737687907785
785,65.61047603470647
786,65.60363819301632
787,65.5968628431426
788,65.59014947784871
789,65.5834975935109
790,65.5769066901016
791,65.57037627117329
792,65.56390584384211
793,65.55749491877069
794,65.55114301015169
795,65.5448496356905
796,65.53861431658797
797,65.53243657752301
798,65.52631594663528
799,65.52025195550686
800,65.51424413914505
801,65.50829203596386
802,65.5023951877662
803,65.49655313972538
804,65.4907654403668
805,65.48503164154934
806,65.47935129844713
807,65.47372396953017
808,65.46814921654594
809,65.46262660450039
810,65.45715570163883
811,65.4517360794271
812,65.446367312532
813,65.44104897880226
814,65.43578065924943
815,65.43056193802796
816,65.42539240241638
817,65.42027164279753
818,65.41519925263898
819,65.41017482847377
820,65.40519796988039
821,65.40026827946362
822,65.39538536283469
823,65.39054882859149
824,65.3857582882993
825,65.38101335647093
826,65.37631365054668
827,65.3716587908753
828,65.3670484006942
829,65.36248210610944
830,65.35795953607648
831,65.35348032238039
832,65.34904409961665
833,65.34465050517105
834,65.34029917920043
835,65.33598976461359
836,65.33172190705139
837,65.32749525486744
838,65.32330945910914
839,65.31916417349812
840,65.31505905441114
841,65.31099376086084
842,65.30696795447702
843,65.30298129948726
844,65.2990334626981
845,65.29512411347649
846,65.29125292373058
847,65.28741956789155
848,65.28362372289438
849,65.27986506816002
850,65.27614328557658
851,65.27245805948118
852,65.26880907664152
853,65.26519602623809
854,65.2616185998459
855,65.25807649141662
856,65.2545693972608
857,65.25109701603039
858,65.24765904870056
859,65.24425519855305
860,65.240885171158
861,65.2375486743572
862,65.23424541824689
863,65.2309751151606
864,65.22773747965229
865,65.22453222847969
866,65.22135908058758
867,65.21821775709125
868,65.21510798125995
869,65.21202947850098
870,65.20898197634307
871,65.20596520442076
872,65.20297889445806
873,65.20002278025325
874,65.19709659766241
875,65.19420008458498
876,65.19133298094705
877,65.18849502868724
878,65.18568597174105
879,65.18290555602564
880,65.18015352942541
881,65.17742964177695
882,65.1747336448543
883,65.17206529235486
884,65.16942433988454
885,65.16681054494394
886,65.16422366691376
887,65.16166346704122
888,65.15912970842585
889,65.1566221560061
890,65.15414057654517
891,65.15168473861836
892,65.1492544125987
893,65.1468493706443
894,65.1444693866853
895,65.14211423641025
896,65.13978369725402
897,65.13747754838413
898,65.13519557068908
899,65.13293754676491
900,65.13070326090319
901,65.1284924990789
902,65.1263050489377
903,65.12414069978443
904,65.12199924257068
905,65.1198804698833
906,65.11778417593212
907,65.11571015653887
908,65.11365820912543
909,65.11162813270226
910,65.10961972785732
911,65.10763279674445
912,65.10566714307296
913,65.10372257209563
914,65.10179889059883
915,65.09989590689084
916,65.09801343079145
917,65.09615127362162
918,65.09430924819239
919,65.0924871687948
920,65.09068485118968
921,65.08890211259684
922,65.08713877168528
923,65.08539464856314
924,65.08366956476767
925,65.08196334325496
926,65.08027580839068
927,65.07860678593983
928,65.07695610305757
929,65.07532358827906
930,65.07370907151036
931,65.07211238401914
932,65.07053335842453
933,65.06897182868886
934,65.06742763010786
935,65.06590059930146
936,65.06439057420516
937,65.06289739406077
938,65.06142089940741
939,65.05996093207261
940,65.05851733516401
941,65.05708995306001
942,65.05567863140163
943,65.05428321708345
944,65.05290355824546
945,65.05153950426445
946,65.05019090574538
947,65.04885761451347
948,65.04753948360549
949,65.04623636726187
950,65.04494812091816
951,65.04367460119724
952,65.04241566590079
953,65.04117117400207
954,65.03994098563709
955,65.0387249620971
956,65.03752296582078
957,65.03633486038636
958,65.03516051050353
959,65.0339997820064
960,65.03285254184519
961,65.03171865807897
962,65.0305979998678
963,65.02949043746564
964,65.02839584221233
965,65.02731408652657
966,65.02624504389813
967,65.0251885888811
968,65.02414459708562
969,65.02311294517159
970,65.02209351084089
971,65.02108617283024
972,65.02009081090414
973,65.01910730584778
974,65.01813553945969
975,65.01717539454513
976,65.01622675490881
977,65.01528950534784
978,65.01436353164505
979,65.01344872056198
980,65.01254495983204
981,65.0116521381535
982,65.01077014518314
983,65.00989887152915
984,65.00903820874431
985,65.00818804931966
986,65.00734828667773
987,65.00651881516589
988,65.00569953004954
989,65.004890327506
990,65.00409110461769
991,65.00330175936568
992,65.00252219062341
993,65.00175229815005
994,65.00099198258431
995,65.00024114543778
996,64.999499689089
997,64.99876751677695
998,64.99804453259469
999,64.99733064148343
1000,64.99662574922607
1001,64.99592976244102
1002,64.99524258857637
1003,64.99456413590343
1004,64.99389431351074
1005,64.99323303129816
1006,64.9925801999708
1007,64.99193573103298
1008,64.99129953678222
1009,64.99067153030347
1010,64.99005162546314
1011,64.98943973690308
1012,64.98883578003529
1013,64.98823967103512
1014,64.9876513268367
1015,64.98707066512615
1016,64.98649760433642
1017,64.98593206364166
1018,64.98537396295117
1019,64.9848232229041
1020,64.9842797648637
1021,64.98374351091186
1022,64.98321438384338
1023,64.98269230716079
1024,64.98217720506844
1025,64.98166900246763
1026,64.98116762495036
1027,64.98067299879487
1028,64.98018505095963
1029,64.97970370907827
1030,64.97922890145432
1031,64.97876055705567
1032,64.97829860550976
1033,64.97784297709782
1034,64.97739360275037
1035,64.97695041404137
1036,64.97651334318373
1037,64.97608232302358
1038,64.97565728703583
1039,64.9752381693188
1040,64.97482490458927
1041,64.97441742817747
1042,64.97401567602222
1043,64.97361958466612
1044,64.97322909125025
1045,64.97284413351007
1046,64.97246464976959
1047,64.97209057893764
1048,64.97172186050226
1049,64.97135843452652
1050,64.97100024164344
1051,64.97064722305167
1052,64.97029932051063
1053,64.96995647633575
1054,64.9696186333944
1055,64.96928573510071
1056,64.96895772541163
1057,64.96863454882188
1058,64.96831615036002
1059,64.96800247558367
1060,64.9676934705752
1061,64.96738908193747
1062,64.9670892567891
1063,64.96679394276076
1064,64.96650308799036
1065,64.96621664111906
1066,64.96593455128708
1067,64.96565676812916
1068,64.96538324177094
1069,64.96511392282417
1070,64.96484876238321
1071,64.96458771202063
1072,64.96433072378305
1073,64.96407775018757
1074,64.96382874421722
1075,64.96358365931731
1076,64.96334244939162
1077,64.96310506879803
1078,64.96287147234511
1079,64.96264161528806
1080,64.96241545332482
1081,64.96219294259257
1082,64.96197403966327
1083,64.96175870154099
1084,64.9615468856572
1085,64.96133854986769
1086,64.96113365244854
1087,64.96093215209277
1088,64.96073400790658
1089,64.96053917940594
1090,64.96034762651279
1091,64.96015930955157
1092,64.959974189246
1093,64.95979222671534
1094,64.95961338347094
1095,64.95943762141307
1096,64.95926490282709
1097,64.95909519038062
1098,64.95892844711986
1099,64.95876463646626
1100,64.95860372221345
1101,64.9584456685239
1102,64.95829043992538
1103,64.95813800130826
1104,64.95798831792195
1105,64.9578413553719
1106,64.95769707961654
1107,64.95755545696385
1108,64.95741645406851
1109,64.95728003792894
1110,64.957146175884
1111,64.9570148356101
1112,64.95688598511835
1113,64.95675959275113
1114,64.9566356271798
1115,64.9565140574012
1116,64.9563948527351
1117,64.95627798282128
1118,64.95616341761642
1119,64.95605112739155
1120,64.95594108272921
1121,64.95583325452067
1122,64.95572761396282
1123,64.95562413255601
1124,64.95552278210076
1125,64.9554235346957
1126,64.95532636273408
1127,64.95523123890202
1128,64.95513813617511
1129,64.95504702781615
1130,64.95495788737269
1131,64.95487068867388
1132,64.954785405829
1133,64.95470201322348
1134,64.9546204855178
1135,64.95454079764394
1136,64.95446292480348
1137,64.95438684246518
1138,64.95431252636202
1139,64.95423995248943
1140,64.95416909710244
1141,64.9540999367135
1142,64.95403244809027
1143,64.95396660825283
1144,64.953902394472
1145,64.9538397842663
1146,64.95377875540024
1147,64.95371928588197
1148,64.95366135396094
1149,64.95360493812541
1150,64.95355001710088
1151,64.9534965698473
1152,64.95344457555723
1153,64.9533940136536
1154,64.9533448637874
1155,64.95329710583589
1156,64.95325071990028
1157,64.95320568630363
1158,64.95316198558898
1159,64.953119598517
1160,64.95307850606414
1161,64.95303868942062
1162,64.95300012998837
1163,64.95296280937893
1164,64.95292670941193
1165,64.95289181211253
1166,64.95285809970973
1167,64.95282555463456
1168,64.95279415951813
1169,64.95276389718957
1170,64.95273475067422
1171,64.952706703192
1172,64.95267973815527
1173,64.95265383916697
1174,64.95262899001912
1175,64.95260517469069
1176,64.95258237734589
1177,64.95256058233257
1178,64.95253977418035
1179,64.95251993759857
1180,64.95250105747519
1181,64.95248311887451
1182,64.95246610703559
1183,64.95245000737076
1184,64.95243480546382
1185,64.95242048706841
1186,64.95240703810617
1187,64.95239444466523
1188,64.95238269299875
1189,64.9523717695231
1190,64.95236166081625
1191,64.95235235361633
1192,64.95234383481998
1193,64.95233609148075
1194,64.95232911080753
1195,64.95232288016314
1196,64.95231738706275
1197,64.95231261917245
1198,64.95230856430733
1199,64.95230521043075
1200,64.95230254565199
1201,64.95230055822582
1202,64.95229923654976
1203,64.95229856916399
1204,64.95229854474888
1205,64.95229915212411
1206,64.95230038024717
1207,64.95230221821191
1208,64.95230465524712
1209,64.95230768071534
1210,64.95231128411133
1211,64.95231545506064
1212,64.95232018331878
1213,64.95232545876922
1214,64.95233127142241
1215,64.95233761141475
1216,64.9523444690066
1217,64.95235183458173
1218,64.95235969864565
1219,64.95236805182437
1220,64.95237688486327
1221,64.95238618862585
1222,64.95239595409232
1223,64.95240617235878
1224,64.95241683463553
1225,64.95242793224618
1226,64.95243945662646
1227,64.9524513993229
1228,64.95246375199173
1229,64.95247650639784
1230,64.95248965441357
1231,64.9525031880173
1232,64.9525170992927
1233,64.95253138042757
1234,64.95254602371261
1235,64.95256102154029
1236,64.95257636640366
1237,64.95259205089592
1238,64.95260806770843
1239,64.95262440963029
1240,64.95264106954714
1241,64.95265804043994
1242,64.95267531538423
1243,64.95269288754882
1244,64.95271075019504
1245,64.95272889667548
1246,64.95274732043333
1247,64.95276601500093
1248,64.95278497399927
1249,64.95280419113676
1250,64.95282366020831
1251,64.95284337509442
1252,64.95286332976016
1253,64.95288351825432
1254,64.95290393470844
1255,64.95292457333588
1256,64.95294542843104
1257,64.95296649436827
1258,64.95298776560121
1259,64.95300923666152
1260,64.95303090215857
1261,64.95305275677794
1262,64.95307479528104
1263,64.9530970125042
1264,64.9531194033575
1265,64.9531419628244
1266,64.95316468596056
1267,64.95318756789301
1268,64.9532106038198
1269,64.95323378900851
1270,64.95325711879593
1271,64.95328058858736
1272,64.95330419385539
1273,64.95332793013935
1274,64.95335179304465
1275,64.95337577824182
1276,64.9533998814661
1277,64.95342409851605
1278,64.95344842525375
1279,64.95347285760305
1280,64.95349739154952
1281,64.95352202313978
1282,64.9535467484801
1283,64.95357156373659
1284,64.95359646513383
1285,64.95362144895465
1286,64.95364651153893
1287,64.95367164928344
1288,64.95369685864098
1289,64.9537221361196
1290,64.95374747828194
1291,64.95377288174502
1292,64.95379834317893
1293,64.95382385930668
1294,64.95384942690343
1295,64.95387504279581
1296,64.95390070386134
1297,64.95392640702794
1298,64.95395214927294
1299,64.95397792762306
1300,64.95400373915358
1301,64.95402958098725
1302,64.95405545029448
1303,64.95408134429248
1304,64.95410726024453
1305,64.95413319545956
1306,64.9541591472915
1307,64.95418511313892
1308,64.95421109044429
1309,64.9542370766936
1310,64.95426306941566
1311,64.9542890661817
1312,64.95431506460467
1313,64.9543410623391
1314,64.95436705708015
1315,64.95439304656351
1316,64.9544190285643
1317,64.95444500089727
1318,64.95447096141595
1319,64.95449690801215
1320,64.9545228386156
1321,64.95454875119334
1322,64.95457464374938
1323,64.95460051432417
1324,64.9546263609941
1325,64.95465218187118
1326,64.95467797510254
1327,64.95470373886968
1328,64.9547294713886
1329,64.95475517090885
1330,64.95478083571348
1331,64.9548064641182
1332,64.95483205447147
1333,64.95485760515358
1334,64.95488311457656
1335,64.9549085811837
1336,64.95493400344898
1337,64.954959379877
1338,64.95498470900222
1339,64.95500998938897
1340,64.95503521963036
1341,64.95506039834892
1342,64.95508552419531
1343,64.95511059584847
1344,64.95513561201498
1345,64.95516057142883
1346,64.95518547285097
1347,64.95521031506914
1348,64.95523509689723
1349,64.95525981717508
1350,64.95528447476832
1351,64.95530906856746
1352,64.95533359748825
1353,64.95535806047091
1354,64.95538245647984
1355,64.95540678450358
1356,64.95543104355384
1357,64.9554552326659
1358,64.95547935089816
1359,64.95550339733106
1360,64.95552737106796
1361,64.95555127123397
1362,64.95557509697589
1363,64.95559884746199
1364,64.95562252188164
