,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-0.7996259856744191,-0.8502423914529605,-1.3262579508378,0.1114931261602748,0.1616213963266855,0.4348759319698884,0.0345371979197554,-0.0323822172230271,0.0,-0.0055386195707024,0.0068199193015863,0.0,15.88177762980887,-0.0024257951252419,0.0029843181280391,0.0,-0.7944303762753624,-0.8443026118203885,-1.315355578383697,0.1091495412049874,0.1586604154668571,0.4330601006304342,0.0342107098297157,-0.0319954057827171,0.0,-0.0055678198614339,0.0068261460921391,0.0,79.02052451812686
1,-1.41543183040936e-06,-1.4249968423030018e-06,-2.709305668702199e-07,-1.1766254437568084e-07,-8.863722875811072e-08,1.0519396686406086e-07,3.9238803569016814e-08,-2.0248124623345357e-08,0.0,-2.343173795274456e-08,2.2976233511992617e-08,0.0,14.715000279598051,-1.0232585883213911e-08,1.0026357539571336e-08,0.0,-1.4092493589856612e-06,-1.4184854393306377e-06,-2.684791073903624e-07,-1.146673968209792e-07,-8.76765523941941e-08,1.0460473881992644e-07,3.803178400277005e-08,-1.9106710924116652e-08,0.0,-2.3214540715268792e-08,2.2680854685988832e-08,0.0,64.95936996857536
2,-0.0966029698005769,-0.106369848444999,-0.0629258719057211,0.0410945650413984,0.0423583731682634,0.0555109708181666,0.0018147136648059,-0.0023453072806023,0.0,0.000425975419119,-0.0004384998586836,0.0,14.861633340249911,0.0001859650875876,-0.0001911575614719,0.0,-0.0956941634482827,-0.1053975110432305,-0.0620484521373716,0.0406991609280476,0.0420246856803621,0.0549970307683324,0.001836283280335,-0.0023659279599576,0.0,0.0004212950562262,-0.0004305864158728,0.0,66.29162365745687
3,-1.4693135597099172e-10,-1.7222490100721188e-10,5.17452747317293e-12,4.477023744094509e-11,8.109005043784799e-11,-5.919626875689913e-12,2.1154339385264834e-11,-2.3336913751847412e-11,0.0,-2.629034515986057e-13,1.7171700712315177e-12,0.0,14.714999999984464,-1.2192551106496871e-13,7.575984697334834e-13,0.0,-1.4573409146123595e-10,-1.7053380929610282e-10,5.0892623448817176e-12,4.2524752667010544e-11,7.873654486890111e-11,-5.860385375095914e-12,2.10998237551934e-11,-2.3203551823980715e-11,0.0,-3.405824374676329e-13,1.789082891890591e-12,0.0,64.95936749986284
4,-1.4712686180473446e-06,-1.484840314702734e-06,-2.938476093561348e-07,-1.4160363832358854e-07,-9.311213088523009e-08,1.1053097659007125e-07,5.0687702126105386e-08,-3.1288357395228366e-08,0.0,-2.52705778158369e-08,2.5571663414574963e-08,0.0,14.71500029396353,-1.1039267613825025e-08,1.1163132782350311e-08,0.0,-1.465038504733213e-06,-1.4780674728598177e-06,-2.912240901764561e-07,-1.3923908416260958e-07,-9.301101606633193e-08,1.0993544974741705e-07,4.936484962516958e-08,-2.999392682987343e-08,0.0,-2.507761400272492e-08,2.5290004686966178e-08,0.0,64.95937009540854
5,-0.0260812173470926,-0.0272784563556975,0.0003150101132926,0.0013715433114127,0.0027589478470165,0.0092829704112342,0.0011379947562141,-0.0009739422478795,0.0,-0.0002894529646074,0.000321372828088,0.0,14.739200689962049,-0.0001265925545651,0.0001404686142817,0.0,-0.0259324559644435,-0.0271097801215229,0.0004053959979224,0.00133430619898,0.0026952233100624,0.0091688166561359,0.0011219908586455,-0.0009566598996673,0.0,-0.0002889083885708,0.0003198170236971,0.0,65.1747336448543
6,-1.9685531555375573,-2.1579391102634915,-3.02590043284347,0.7789413915017551,0.846145560540768,0.4815241271924038,0.0400735338777569,-0.0520695120100997,0.0,0.0109895846743854,-0.0087307074950035,0.0,16.249819431902566,0.0047841197398415,-0.0037935235532029,0.0,-1.9516913831304856,-2.139757262245575,-3.0083050996525387,0.7702849071340898,0.838198955330649,0.483277579857903,0.0405552656727254,-0.0524101994535049,0.0,0.0107228460455061,-0.0084366048967045,0.0,98.46406841819126
7,-1.7639507632338791e-09,-1.772830771074041e-09,8.883027646788831e-11,1.7460046263327704e-10,4.892867384434901e-11,-4.122377758964503e-11,-4.005661126115346e-11,6.094336578564482e-11,0.0,-1.4849215388670196e-11,7.593552601136946e-12,0.0,14.714999999890772,-6.4529104501833846e-12,3.2778663614843858e-12,0.0,-1.7530190632442102e-09,-1.7631087700920032e-09,8.795986161658219e-11,1.8298932865646835e-10,5.6707140722577705e-11,-4.094821135314887e-11,-4.0639239245546505e-11,6.11143543552706e-11,0.0,-1.4355151527409132e-11,7.0926498188639536e-12,0.0,64.95936749903562
8,-1.5809575870662232e-13,-1.6875389974302382e-13,-7.460698725481053e-14,4.734999458083713e-15,-7.673761994182017e-15,4.908536844807842e-16,-4.989492046642828e-15,5.687441071067786e-15,0.0,-1.9755312833789732e-16,-6.83216272361728e-16,0.0,14.715,-8.300252862445501e-17,-3.013608783134402e-16,0.0,-1.5809575870662232e-13,-1.6875389974302382e-13,-7.460698725481053e-14,5.188032530888106e-15,-7.095696911494995e-15,4.908536844807842e-16,-4.980962436516248e-15,5.635107949145976e-15,0.0,-1.591504007241642e-16,-7.103897189247496e-16,0.0,64.95936749999998
9,-4.618527782440651e-14,-4.618527782440651e-14,-7.460698725481053e-14,-7.83303464782051e-15,-5.0020184655479225e-15,4.908536844807842e-16,3.0985038989548944e-15,-2.344119836182963e-15,0.0,-5.35450123075732e-16,6.778772116763274e-16,0.0,14.715,-2.3533507573795043e-16,2.9694891615469256e-16,0.0,-4.618527782440651e-14,-4.618527782440651e-14,-7.460698725481053e-14,-7.929936363708756e-15,-5.211835936732795e-15,4.908536844807842e-16,3.0623367730839702e-15,-2.3039620013465616e-15,0.0,-5.472696410563936e-16,6.818345886236383e-16,0.0,64.95936749999998
